Case;event;time;case Spend area text
17281;0;13.03.2018-14:41:00;11
17281;17;15.03.2018-13:39:00;11
17281;14;15.03.2018-13:39:00;11
17281;1;14.05.2018-10:06:00;11
17281;2;24.05.2018-10:15:00;11
17281;3;05.07.2018-14:12:00;11
17282;24;22.01.2018-11:39:00;8
17282;24;21.02.2018-14:08:00;8
17282;24;21.02.2018-14:22:00;8
17282;24;05.03.2018-12:07:00;8
17282;24;05.03.2018-12:09:00;8
17282;0;27.03.2018-10:18:00;8
17282;2;28.03.2018-08:58:00;8
17282;3;29.03.2018-10:15:00;8
17282;24;21.05.2018-09:55:00;8
17282;24;21.05.2018-11:46:00;8
17282;24;06.06.2018-14:20:00;8
17282;24;06.06.2018-14:37:00;8
17282;24;14.09.2018-08:56:00;8
17282;24;14.09.2018-09:22:00;8
17283;1;07.06.2018-15:32:00;10
17283;3;28.09.2018-10:26:00;10
17284;0;25.05.2018-15:51:00;7
17284;1;21.06.2018-11:11:00;7
17284;2;29.06.2018-09:06:00;7
17284;3;26.07.2018-18:07:00;7
17285;0;30.01.2018-13:43:00;9
17285;17;21.02.2018-11:19:00;9
17285;2;09.03.2018-16:53:00;9
17285;3;26.04.2018-11:13:00;9
17286;28;10.12.2018-00:00:00;7
17286;33;10.12.2018-11:05:00;7
17286;0;10.12.2018-11:06:00;7
17286;1;16.01.2019-16:04:00;7
17287;21;14.09.2018-11:07:00;10
17287;1;19.09.2018-08:31:00;10
17287;2;05.10.2018-09:10:00;10
17288;0;04.01.2018-11:17:00;16
17288;1;14.02.2018-13:50:00;16
17288;17;15.02.2018-15:53:00;16
17288;2;22.02.2018-15:45:00;16
17288;14;26.02.2018-15:27:00;16
17288;9;26.02.2018-16:29:00;16
17288;3;26.04.2018-11:15:00;16
17289;0;23.10.2018-17:08:00;11
17290;0;07.05.2018-15:31:00;10
17290;17;25.05.2018-15:50:00;10
17290;1;30.05.2018-13:54:00;10
17290;2;06.06.2018-09:58:00;10
17290;3;06.09.2018-14:06:00;10
17291;28;02.11.2018-00:00:00;9
17291;0;02.11.2018-08:58:00;9
17291;1;08.11.2018-09:27:00;9
17291;2;31.12.2018-12:40:00;9
17291;9;07.01.2019-09:52:00;9
17291;3;10.01.2019-15:43:00;9
17292;0;01.10.2018-11:14:00;10
17292;1;15.10.2018-11:35:00;10
17292;2;14.11.2018-09:45:00;10
17293;0;28.03.2018-21:56:00;10
17293;2;17.04.2018-13:16:00;10
17293;1;19.04.2018-14:54:00;10
17293;3;07.06.2018-13:11:00;10
17294;0;08.02.2018-13:31:00;17
17294;1;06.03.2018-13:35:00;17
17294;2;04.04.2018-17:15:00;17
17294;3;26.04.2018-11:14:00;17
17294;3;26.04.2018-11:15:00;17
17295;28;21.09.2018-00:00:00;10
17295;0;21.09.2018-13:49:00;10
17295;1;08.11.2018-08:27:00;10
17295;2;31.12.2018-09:27:00;10
17295;9;07.01.2019-09:52:00;10
17296;0;04.04.2018-08:32:00;7
17296;1;06.04.2018-17:31:00;7
17296;2;09.04.2018-11:19:00;7
17296;3;26.04.2018-11:12:00;7
17297;0;06.11.2018-10:32:00;10
17297;1;15.11.2018-11:32:00;10
17297;2;27.11.2018-16:01:00;10
17298;0;09.02.2018-11:11:00;10
17298;1;26.02.2018-12:40:00;10
17298;2;01.03.2018-10:06:00;10
17298;3;24.05.2018-13:35:00;10
17299;0;14.03.2018-11:22:00;4
17299;24;14.03.2018-18:52:00;4
17299;2;16.03.2018-17:06:00;4
17300;0;11.04.2018-18:03:00;10
17300;1;05.06.2018-15:09:00;10
17300;2;05.06.2018-16:33:00;10
17300;3;28.06.2018-14:02:00;10
17301;0;05.12.2018-10:03:00;7
17301;1;13.12.2018-18:28:00;7
17301;2;28.12.2018-16:32:00;7
17302;0;02.07.2018-15:12:00;10
17302;1;25.07.2018-15:01:00;10
17302;2;07.09.2018-12:36:00;10
17302;3;28.09.2018-10:26:00;10
17303;0;02.01.2018-12:11:00;11
17303;21;03.01.2018-09:16:00;11
17303;2;09.01.2018-14:16:00;11
17303;1;11.01.2018-07:39:00;11
17303;9;11.01.2018-16:37:00;11
17303;3;29.03.2018-15:08:00;11
17304;0;25.10.2018-09:13:00;10
17304;14;29.10.2018-13:37:00;10
17304;1;20.11.2018-13:50:00;10
17304;2;21.11.2018-15:30:00;10
17305;0;23.01.2018-11:54:00;10
17305;17;26.01.2018-15:54:00;10
17305;17;08.02.2018-11:53:00;10
17305;1;05.03.2018-11:52:00;10
17305;2;24.05.2018-08:23:00;10
17305;3;07.06.2018-13:10:00;10
17306;0;13.08.2018-13:30:00;7
17306;1;22.08.2018-13:52:00;7
17306;2;23.10.2018-18:06:00;7
17306;3;29.11.2018-16:14:00;7
17307;0;24.05.2018-13:40:00;10
17307;1;11.07.2018-09:40:00;10
17307;2;12.07.2018-10:01:00;10
17307;3;18.10.2018-13:24:00;10
17308;0;31.07.2018-20:05:00;10
17308;21;31.07.2018-20:33:00;10
17308;17;09.08.2018-11:34:00;10
17308;1;10.08.2018-15:32:00;10
17308;2;10.08.2018-17:45:00;10
17308;3;08.11.2018-16:44:00;10
17309;1;16.05.2018-10:08:00;7
17309;2;31.05.2018-16:01:00;7
17309;3;26.07.2018-18:09:00;7
17310;0;12.12.2018-14:01:00;7
17310;14;12.12.2018-14:50:00;7
17311;0;10.07.2018-09:56:00;7
17311;1;13.07.2018-13:09:00;7
17311;2;14.09.2018-09:31:00;7
17311;3;28.09.2018-10:27:00;7
17312;0;08.03.2018-09:48:00;9
17312;2;16.03.2018-10:54:00;9
17312;3;29.03.2018-15:09:00;9
17313;28;13.09.2018-00:00:00;6
17313;0;13.09.2018-11:34:00;6
17313;15;19.09.2018-11:06:00;6
17314;0;26.05.2018-09:30:00;9
17314;24;29.05.2018-09:51:00;9
17314;14;01.08.2018-12:59:00;9
17314;17;25.10.2018-08:53:00;9
17314;2;19.12.2018-14:29:00;9
17314;9;21.12.2018-10:35:00;9
17315;0;25.09.2018-09:08:00;9
17315;14;25.09.2018-14:29:00;9
17315;6;25.09.2018-14:59:00;9
17315;7;09.10.2018-14:11:00;9
17315;3;08.11.2018-16:45:00;9
17316;0;06.06.2018-07:58:00;7
17316;1;08.06.2018-10:03:00;7
17316;2;12.06.2018-14:27:00;7
17316;3;28.06.2018-14:02:00;7
17317;0;12.07.2018-10:46:00;7
17317;1;01.11.2018-15:03:00;7
17317;2;13.11.2018-11:25:00;7
17317;3;29.11.2018-16:16:00;7
17318;0;20.11.2018-11:06:00;10
17318;1;14.01.2019-16:20:00;10
17319;0;01.03.2018-11:12:00;10
17319;1;13.03.2018-16:01:00;10
17319;2;14.03.2018-12:30:00;10
17319;3;05.07.2018-14:10:00;10
17320;0;16.10.2018-12:57:00;14
17320;17;16.10.2018-17:07:00;14
17320;2;31.10.2018-14:10:00;14
17320;1;05.11.2018-10:59:00;14
17320;17;07.11.2018-15:01:00;14
17320;3;14.11.2018-09:44:00;14
17321;0;15.03.2018-08:39:00;7
17321;2;17.05.2018-15:02:00;7
17321;3;24.05.2018-13:36:00;7
17322;0;03.07.2018-07:45:00;0
17322;1;04.07.2018-17:31:00;0
17322;2;06.07.2018-14:17:00;0
17322;3;26.07.2018-18:06:00;0
17323;0;18.03.2018-10:25:00;10
17323;1;07.05.2018-10:53:00;10
17323;2;18.05.2018-16:13:00;10
17323;3;09.08.2018-14:29:00;10
17324;28;25.10.2018-00:00:00;7
17324;0;25.10.2018-08:08:00;7
17324;1;31.10.2018-17:34:00;7
17324;2;04.12.2018-06:25:00;7
17324;3;07.12.2018-09:04:00;7
17325;0;18.04.2018-10:02:00;10
17325;1;08.05.2018-11:35:00;10
17325;2;10.05.2018-14:02:00;10
17325;3;06.09.2018-14:06:00;10
17326;0;15.05.2018-08:24:00;7
17326;2;31.05.2018-13:45:00;7
17326;1;31.05.2018-17:40:00;7
17326;3;05.07.2018-14:10:00;7
17327;0;13.02.2018-09:47:00;10
17327;1;22.02.2018-17:49:00;10
17327;2;24.02.2018-08:23:00;10
17327;3;24.05.2018-13:35:00;10
17328;0;06.04.2018-15:36:00;10
17328;1;31.05.2018-09:40:00;10
17328;2;08.06.2018-12:03:00;10
17328;3;05.07.2018-14:11:00;10
17329;0;04.04.2018-08:37:00;7
17329;2;25.05.2018-11:31:00;7
17329;7;04.06.2018-16:22:00;7
17329;3;04.06.2018-16:22:00;7
17329;2;04.06.2018-16:25:00;7
17329;3;07.06.2018-13:11:00;7
17330;0;30.08.2018-10:03:00;7
17330;2;03.10.2018-11:33:00;7
17330;3;26.10.2018-11:04:00;7
17331;0;31.08.2018-08:24:00;12
17331;21;31.08.2018-10:26:00;12
17331;17;19.09.2018-12:03:00;12
17331;2;19.11.2018-16:32:00;12
17331;9;21.11.2018-18:12:00;12
17331;7;26.11.2018-17:26:00;12
17331;3;28.11.2018-12:54:00;12
17331;2;17.12.2018-11:08:00;12
17331;9;21.12.2018-10:35:00;12
17331;3;03.01.2019-16:10:00;12
17332;28;19.11.2018-00:00:00;10
17332;0;19.11.2018-10:15:00;10
17332;21;19.11.2018-11:03:00;10
17332;1;21.11.2018-12:51:00;10
17332;2;26.11.2018-12:44:00;10
17333;0;03.09.2018-16:11:00;10
17333;17;06.09.2018-10:48:00;10
17333;1;12.09.2018-12:34:00;10
17334;0;07.03.2018-10:41:00;11
17334;1;26.03.2018-13:49:00;11
17334;2;16.04.2018-10:30:00;11
17334;3;24.05.2018-13:35:00;11
17335;0;04.05.2018-11:42:00;10
17335;1;14.05.2018-16:50:00;10
17336;0;07.02.2018-16:00:00;10
17336;1;19.02.2018-13:09:00;10
17336;2;28.03.2018-09:55:00;10
17336;9;28.03.2018-09:58:00;10
17336;3;05.04.2018-15:50:00;10
17337;0;11.07.2018-11:13:00;7
17337;1;13.07.2018-17:47:00;7
17337;2;15.08.2018-14:10:00;7
17337;3;06.09.2018-14:06:00;7
17338;0;15.05.2018-16:13:00;10
17338;1;11.07.2018-09:32:00;10
17338;17;11.07.2018-09:32:00;10
17339;0;05.01.2018-16:08:00;10
17339;2;01.03.2018-14:00:00;10
17339;1;02.03.2018-13:37:00;10
17339;3;09.05.2018-14:08:00;10
17340;0;27.04.2018-10:56:00;7
17340;2;03.05.2018-16:30:00;7
17340;1;04.05.2018-13:11:00;7
17340;9;04.05.2018-17:05:00;7
17340;3;07.06.2018-13:11:00;7
17341;0;07.06.2018-09:12:00;7
17341;1;11.06.2018-17:27:00;7
17341;2;12.06.2018-10:38:00;7
17341;3;28.06.2018-14:05:00;7
17342;0;04.12.2018-11:29:00;7
17342;2;28.12.2018-08:44:00;7
17343;0;22.02.2018-22:29:00;10
17343;1;23.02.2018-09:43:00;10
17343;2;16.03.2018-13:50:00;10
17343;9;16.03.2018-14:09:00;10
17343;3;29.03.2018-15:06:00;10
17344;0;17.10.2018-13:36:00;11
17344;1;31.10.2018-08:09:00;11
17344;2;27.11.2018-06:00:00;11
17345;0;14.08.2018-09:34:00;10
17345;1;24.08.2018-08:43:00;10
17345;2;31.12.2018-12:03:00;10
17345;9;31.12.2018-12:04:00;10
17345;3;03.01.2019-16:11:00;10
17346;0;30.03.2018-07:58:00;7
17346;14;03.04.2018-09:01:00;7
17346;1;04.04.2018-17:31:00;7
17346;2;05.04.2018-09:25:00;7
17346;19;02.05.2018-18:00:00;7
17346;3;24.05.2018-13:35:00;7
17346;3;31.05.2018-12:32:00;7
17347;0;25.05.2018-10:34:00;11
17347;1;15.06.2018-14:35:00;11
17347;2;23.06.2018-07:13:00;11
17347;9;29.06.2018-12:02:00;11
17347;3;06.09.2018-14:07:00;11
17348;0;07.05.2018-11:44:00;7
17348;1;16.05.2018-09:19:00;7
17348;2;13.07.2018-17:06:00;7
17348;9;01.10.2018-12:13:00;7
17348;3;04.10.2018-16:49:00;7
17349;28;18.11.2018-00:00:00;11
17349;0;19.11.2018-14:08:00;11
17349;1;29.11.2018-10:09:00;11
17349;2;31.12.2018-11:23:00;11
17350;0;10.08.2018-11:04:00;7
17350;2;14.09.2018-05:16:00;7
17350;3;04.10.2018-16:50:00;7
17351;0;19.04.2018-07:25:00;7
17351;2;02.05.2018-10:25:00;7
17351;1;04.05.2018-10:00:00;7
17351;9;04.05.2018-17:05:00;7
17351;3;24.05.2018-13:32:00;7
17352;0;10.04.2018-11:15:00;10
17352;1;17.04.2018-14:29:00;10
17352;2;19.04.2018-18:01:00;10
17352;3;26.07.2018-18:08:00;10
17353;0;19.03.2018-14:53:00;10
17353;2;24.03.2018-05:36:00;10
17353;3;24.05.2018-13:35:00;10
17354;0;01.03.2018-10:03:00;10
17354;1;28.03.2018-15:54:00;10
17354;2;30.03.2018-16:21:00;10
17354;3;09.05.2018-14:09:00;10
17355;28;19.12.2018-00:00:00;16
17355;33;19.12.2018-08:38:00;16
17355;0;19.12.2018-08:41:00;16
17355;17;10.01.2019-15:24:00;16
17355;1;16.01.2019-10:54:00;16
17355;1;16.01.2019-13:12:00;16
17356;0;30.03.2018-12:16:00;10
17356;1;23.04.2018-14:56:00;10
17356;2;24.04.2018-13:12:00;10
17356;3;07.06.2018-13:11:00;10
17357;0;15.08.2018-07:55:00;9
17357;1;16.08.2018-17:33:00;9
17357;2;14.09.2018-12:02:00;9
17357;3;04.10.2018-16:50:00;9
17358;0;20.04.2018-10:20:00;7
17358;2;02.05.2018-17:26:00;7
17358;3;24.05.2018-13:36:00;7
17359;0;19.03.2018-16:29:00;0
17359;1;27.03.2018-07:20:00;0
17359;2;29.03.2018-16:00:00;0
17359;3;12.04.2018-14:07:00;0
17360;0;29.01.2018-10:52:00;10
17360;1;12.02.2018-12:07:00;10
17360;2;21.02.2018-11:34:00;10
17360;3;24.05.2018-13:32:00;10
17361;0;09.07.2018-09:09:00;7
17361;2;25.07.2018-17:19:00;7
17361;3;06.09.2018-14:07:00;7
17362;0;22.10.2018-12:47:00;10
17362;1;13.11.2018-13:27:00;10
17362;2;04.12.2018-15:00:00;10
17363;21;01.10.2018-10:05:00;10
17363;1;14.11.2018-11:51:00;10
17363;2;23.11.2018-15:46:00;10
17363;9;03.01.2019-11:24:00;10
17364;28;06.11.2018-00:00:00;10
17364;0;09.11.2018-16:06:00;10
17364;1;10.12.2018-20:16:00;10
17364;1;11.12.2018-19:32:00;10
17365;0;05.07.2018-10:27:00;10
17365;1;30.07.2018-11:55:00;10
17365;2;01.08.2018-11:30:00;10
17365;3;06.09.2018-14:06:00;10
17366;0;21.03.2018-08:06:00;7
17366;1;26.03.2018-07:44:00;7
17366;2;29.03.2018-14:32:00;7
17366;3;12.04.2018-14:07:00;7
17367;28;28.09.2018-00:00:00;9
17367;0;28.09.2018-08:06:00;9
17367;1;04.10.2018-09:12:00;9
17367;2;13.11.2018-16:20:00;9
17367;3;07.12.2018-09:06:00;9
17368;0;13.03.2018-09:12:00;7
17368;1;19.03.2018-13:48:00;7
17368;2;19.03.2018-16:51:00;7
17368;3;05.04.2018-15:49:00;7
17369;0;23.02.2018-07:47:00;7
17369;1;27.02.2018-07:17:00;7
17369;2;28.02.2018-16:13:00;7
17369;3;15.03.2018-14:13:00;7
17370;0;19.07.2018-14:03:00;10
17370;1;13.08.2018-13:12:00;10
17370;2;01.11.2018-13:52:00;10
17370;3;29.11.2018-16:14:00;10
17371;0;23.05.2018-11:17:00;10
17371;17;06.06.2018-12:03:00;10
17371;1;07.06.2018-13:59:00;10
17371;2;08.06.2018-16:19:00;10
17371;3;04.10.2018-16:48:00;10
17372;0;09.10.2018-09:14:00;7
17372;1;17.10.2018-08:04:00;7
17372;2;07.12.2018-11:47:00;7
17373;0;17.04.2018-10:06:00;10
17373;21;17.04.2018-12:42:00;10
17373;1;19.04.2018-09:31:00;10
17373;2;23.04.2018-09:52:00;10
17373;3;26.07.2018-18:07:00;10
17374;0;24.08.2018-08:32:00;9
17374;2;03.10.2018-13:16:00;9
17374;3;26.10.2018-11:02:00;9
17375;0;13.07.2018-10:24:00;10
17375;17;31.07.2018-15:22:00;10
17375;1;31.07.2018-15:26:00;10
17375;2;06.08.2018-13:10:00;10
17375;3;06.09.2018-14:08:00;10
17376;0;02.03.2018-10:51:00;16
17376;1;23.03.2018-11:14:00;16
17376;2;28.03.2018-17:07:00;16
17376;9;05.06.2018-13:09:00;16
17376;3;07.06.2018-13:11:00;16
17377;0;31.07.2018-20:06:00;10
17377;21;31.07.2018-20:33:00;10
17377;1;13.08.2018-16:11:00;10
17377;2;15.08.2018-11:56:00;10
17377;9;22.08.2018-18:02:00;10
17377;3;08.11.2018-16:44:00;10
17378;1;30.10.2018-15:23:00;10
17378;2;01.11.2018-13:40:00;10
17379;0;18.04.2018-17:25:00;10
17379;2;05.06.2018-16:07:00;10
17379;9;08.06.2018-16:36:00;10
17379;3;28.06.2018-14:05:00;10
17380;0;26.11.2018-10:14:00;0
17380;1;26.11.2018-15:32:00;0
17381;1;17.07.2018-08:44:00;0
17381;0;17.07.2018-08:44:00;0
17382;0;03.07.2018-10:33:00;10
17382;1;16.07.2018-11:42:00;10
17382;2;18.07.2018-10:12:00;10
17382;3;26.10.2018-11:01:00;10
17383;0;13.11.2018-11:53:00;9
17384;0;09.07.2018-11:34:00;7
17384;2;04.09.2018-11:23:00;7
17385;0;23.03.2018-13:07:00;7
17385;1;30.03.2018-17:43:00;7
17385;2;23.04.2018-17:40:00;7
17385;3;17.05.2018-14:50:00;7
17386;0;12.02.2018-13:44:00;10
17386;1;27.02.2018-18:40:00;10
17386;2;06.03.2018-17:34:00;10
17386;3;24.05.2018-13:32:00;10
17387;0;20.11.2018-13:24:00;10
17387;21;20.11.2018-15:36:00;10
17387;1;06.12.2018-07:46:00;10
17387;2;07.12.2018-13:59:00;10
17388;0;01.02.2018-14:44:00;10
17388;1;14.03.2018-20:31:00;10
17388;2;28.03.2018-11:11:00;10
17388;3;07.06.2018-13:11:00;10
17389;0;12.07.2018-12:52:00;10
17389;1;27.07.2018-14:07:00;10
17390;28;28.11.2018-00:00:00;7
17390;0;28.11.2018-08:12:00;7
17390;1;15.01.2019-07:24:00;7
17390;2;17.01.2019-14:05:00;7
17391;0;30.04.2018-16:34:00;14
17391;1;20.06.2018-15:14:00;14
17391;2;30.08.2018-15:37:00;14
17391;3;20.09.2018-16:13:00;14
17392;0;17.12.2018-12:40:00;10
17392;1;04.01.2019-22:18:00;10
17392;2;16.01.2019-12:24:00;10
17393;0;05.06.2018-07:39:00;7
17393;1;11.06.2018-09:33:00;7
17393;2;27.06.2018-12:44:00;7
17393;3;09.08.2018-14:28:00;7
17394;0;21.06.2018-11:04:00;1
17394;17;18.07.2018-08:35:00;1
17394;2;07.09.2018-12:25:00;1
17394;3;04.10.2018-16:49:00;1
17395;0;09.11.2018-13:00:00;0
17395;1;09.11.2018-13:08:00;0
17396;0;26.07.2018-10:17:00;10
17396;21;26.07.2018-11:16:00;10
17396;1;01.08.2018-09:21:00;10
17396;2;02.08.2018-13:01:00;10
17396;3;04.10.2018-16:50:00;10
17397;0;04.05.2018-16:27:00;10
17397;1;19.06.2018-11:35:00;10
17397;2;19.06.2018-11:55:00;10
17397;3;30.08.2018-15:36:00;10
17398;0;17.04.2018-08:39:00;7
17398;1;24.04.2018-08:10:00;7
17398;2;11.06.2018-13:30:00;7
17398;3;28.06.2018-14:03:00;7
17399;0;07.11.2018-16:34:00;10
17399;1;05.12.2018-19:45:00;10
17400;0;04.07.2018-10:56:00;11
17400;21;04.07.2018-14:46:00;11
17400;1;07.08.2018-07:36:00;11
17400;2;10.08.2018-12:18:00;11
17400;9;23.10.2018-11:33:00;11
17400;3;26.10.2018-11:02:00;11
17401;0;13.09.2018-10:18:00;7
17401;1;18.09.2018-14:21:00;7
17401;2;16.10.2018-10:50:00;7
17401;3;29.11.2018-16:15:00;7
17402;21;10.08.2018-11:22:00;10
17402;1;14.08.2018-09:54:00;10
17402;2;16.08.2018-10:03:00;10
17402;3;29.11.2018-16:15:00;10
17403;0;04.04.2018-11:06:00;7
17403;17;09.08.2018-16:15:00;7
17403;2;30.10.2018-13:20:00;7
17403;3;02.11.2018-16:19:00;7
17404;0;04.01.2018-11:35:00;16
17404;1;15.01.2018-13:34:00;16
17404;1;19.01.2018-13:35:00;16
17405;21;02.07.2018-13:02:00;10
17405;1;04.07.2018-11:45:00;10
17405;2;27.09.2018-16:22:00;10
17405;3;04.10.2018-16:49:00;10
17406;0;20.11.2018-15:45:00;7
17406;1;11.12.2018-10:41:00;7
17406;2;09.01.2019-17:57:00;7
17406;9;14.01.2019-09:13:00;7
17407;0;03.01.2018-11:06:00;6
17407;17;11.01.2018-15:38:00;6
17407;1;14.02.2018-17:59:00;6
17407;2;15.03.2018-10:58:00;6
17407;3;26.04.2018-11:13:00;6
17408;1;29.06.2018-10:33:00;9
17408;2;20.08.2018-12:15:00;9
17408;3;28.09.2018-10:28:00;9
17409;0;27.11.2018-14:28:00;7
17409;17;10.12.2018-10:05:00;7
17409;1;10.12.2018-10:27:00;7
17409;2;27.12.2018-17:48:00;7
17410;28;12.11.2018-00:00:00;10
17410;0;12.11.2018-10:36:00;10
17410;21;12.11.2018-11:04:00;10
17410;1;14.11.2018-14:17:00;10
17410;2;29.11.2018-11:38:00;10
17410;9;03.01.2019-11:24:00;10
17411;0;04.05.2018-11:25:00;15
17411;1;25.07.2018-11:25:00;15
17412;0;30.03.2018-11:38:00;9
17412;2;25.06.2018-11:49:00;9
17412;3;05.07.2018-14:11:00;9
17413;0;14.06.2018-10:27:00;16
17413;1;21.06.2018-13:53:00;16
17414;0;03.10.2018-09:14:00;10
17414;17;04.10.2018-16:31:00;10
17414;1;19.10.2018-07:32:00;10
17414;2;14.11.2018-09:23:00;10
17414;9;20.11.2018-07:33:00;10
17415;0;05.07.2018-12:22:00;10
17415;1;19.07.2018-16:02:00;10
17415;2;23.07.2018-16:06:00;10
17415;9;24.07.2018-18:06:00;10
17415;3;08.11.2018-16:43:00;10
17416;28;04.10.2018-00:00:00;7
17416;0;04.10.2018-09:02:00;7
17416;1;09.10.2018-13:47:00;7
17416;2;31.10.2018-13:21:00;7
17417;0;11.12.2018-13:26:00;1
17417;1;12.12.2018-15:11:00;1
17418;1;29.06.2018-10:34:00;7
17418;2;13.08.2018-12:34:00;7
17418;3;28.09.2018-10:29:00;7
17419;0;15.03.2018-19:33:00;16
17419;1;10.04.2018-23:49:00;16
17420;0;06.02.2018-13:36:00;7
17420;2;08.02.2018-16:11:00;7
17420;1;09.02.2018-10:27:00;7
17420;9;09.02.2018-15:58:00;7
17420;3;01.03.2018-14:05:00;7
17421;0;23.01.2018-10:21:00;10
17421;14;25.01.2018-08:16:00;10
17421;2;19.02.2018-08:37:00;10
17421;1;19.02.2018-14:59:00;10
17421;9;19.02.2018-17:01:00;10
17421;3;07.06.2018-13:10:00;10
17422;0;09.02.2018-11:11:00;10
17422;1;26.02.2018-14:03:00;10
17422;2;01.03.2018-10:06:00;10
17422;3;24.05.2018-13:35:00;10
17423;28;16.11.2018-00:00:00;7
17423;0;16.11.2018-09:25:00;7
17423;1;21.11.2018-17:38:00;7
17423;2;17.12.2018-15:40:00;7
17423;3;10.01.2019-15:41:00;7
17424;0;30.11.2018-13:59:00;10
17424;1;09.01.2019-18:52:00;10
17425;0;16.07.2018-14:49:00;10
17425;1;10.08.2018-10:13:00;10
17425;2;15.08.2018-11:29:00;10
17425;3;08.11.2018-16:44:00;10
17426;21;09.05.2018-09:45:00;10
17426;1;11.05.2018-08:35:00;10
17426;1;11.05.2018-11:35:00;10
17426;2;16.05.2018-13:05:00;10
17426;2;16.05.2018-18:07:00;10
17426;3;26.07.2018-18:07:00;10
17426;7;30.07.2018-15:52:00;10
17426;2;30.07.2018-16:01:00;10
17426;19;30.07.2018-16:04:00;10
17426;9;30.07.2018-18:07:00;10
17426;3;02.08.2018-16:06:00;10
17427;0;30.01.2018-09:17:00;9
17427;1;02.02.2018-17:26:00;9
17427;2;21.03.2018-12:06:00;9
17427;3;05.04.2018-15:49:00;9
17428;0;26.07.2018-07:49:00;7
17428;1;01.08.2018-07:54:00;7
17428;2;03.08.2018-09:17:00;7
17428;3;20.09.2018-16:13:00;7
17429;0;06.02.2018-10:52:00;10
17429;1;20.02.2018-19:00:00;10
17429;3;24.05.2018-13:32:00;10
17430;0;02.07.2018-10:04:00;7
17430;1;06.07.2018-12:15:00;7
17430;2;30.08.2018-09:34:00;7
17430;3;28.09.2018-10:27:00;7
17431;0;27.09.2018-16:21:00;10
17431;1;08.10.2018-10:47:00;10
17431;2;24.10.2018-16:16:00;10
17431;3;29.11.2018-16:14:00;10
17432;1;25.01.2018-11:50:00;10
17432;3;24.05.2018-13:33:00;10
17433;0;14.09.2018-08:09:00;10
17433;14;18.09.2018-11:33:00;10
17433;1;28.09.2018-13:22:00;10
17433;2;19.12.2018-10:05:00;10
17433;9;21.12.2018-10:35:00;10
17433;3;03.01.2019-16:11:00;10
17434;0;22.06.2018-15:59:00;11
17434;1;03.07.2018-11:41:00;11
17434;2;29.08.2018-10:12:00;11
17434;9;30.08.2018-17:15:00;11
17434;3;06.09.2018-14:06:00;11
17435;21;03.07.2018-09:30:00;10
17435;1;23.07.2018-13:45:00;10
17435;2;24.07.2018-16:26:00;10
17435;9;27.09.2018-10:37:00;10
17435;3;28.09.2018-10:27:00;10
17436;0;30.05.2018-12:10:00;10
17436;1;02.07.2018-14:42:00;10
17436;2;05.09.2018-07:56:00;10
17436;3;28.09.2018-10:25:00;10
17437;0;13.11.2018-12:52:00;7
17437;2;05.12.2018-14:51:00;7
17437;9;19.12.2018-18:11:00;7
17437;3;03.01.2019-16:12:00;7
17438;0;14.12.2018-13:27:00;10
17438;1;17.01.2019-12:51:00;10
17439;0;28.06.2018-11:19:00;10
17439;1;12.07.2018-15:16:00;10
17439;2;18.07.2018-09:57:00;10
17439;3;26.10.2018-11:01:00;10
17440;0;09.08.2018-14:35:00;9
17440;17;19.10.2018-16:08:00;9
17440;2;10.12.2018-10:47:00;9
17441;0;05.07.2018-08:53:00;7
17441;1;11.07.2018-08:49:00;7
17441;2;10.08.2018-12:16:00;7
17441;3;30.08.2018-15:37:00;7
17442;15;30.05.2018-13:50:00;9
17443;28;23.09.2018-00:00:00;16
17443;0;26.09.2018-15:18:00;16
17443;1;10.10.2018-20:20:00;16
17443;2;01.11.2018-11:12:00;16
17443;9;01.11.2018-17:14:00;16
17444;0;13.03.2018-18:00:00;10
17444;21;14.03.2018-09:30:00;10
17444;1;19.03.2018-14:17:00;10
17444;2;19.03.2018-17:06:00;10
17444;3;24.05.2018-13:34:00;10
17445;28;16.10.2018-00:00:00;7
17445;0;16.10.2018-09:07:00;7
17445;1;19.10.2018-09:41:00;7
17445;2;02.11.2018-18:17:00;7
17445;3;29.11.2018-16:15:00;7
17446;0;01.03.2018-15:07:00;10
17446;1;21.03.2018-14:34:00;10
17446;2;22.03.2018-18:05:00;10
17446;3;28.06.2018-14:04:00;10
17447;0;16.07.2018-15:26:00;10
17447;1;26.07.2018-14:40:00;10
17447;2;20.08.2018-10:03:00;10
17447;3;26.10.2018-11:03:00;10
17448;0;06.04.2018-10:54:00;10
17448;1;16.04.2018-15:44:00;10
17449;0;28.05.2018-06:08:00;7
17449;2;06.07.2018-14:36:00;7
17449;3;26.07.2018-18:09:00;7
17450;0;18.09.2018-14:54:00;10
17450;2;16.10.2018-10:02:00;10
17450;9;17.10.2018-17:28:00;10
17451;0;29.08.2018-09:07:00;10
17451;6;29.08.2018-11:33:00;10
17451;7;14.11.2018-16:36:00;10
17452;0;23.04.2018-14:44:00;7
17452;1;03.05.2018-09:56:00;7
17452;2;21.05.2018-16:03:00;7
17452;3;07.06.2018-13:11:00;7
17453;0;05.11.2018-09:37:00;9
17453;1;06.11.2018-10:52:00;9
17453;1;20.11.2018-10:29:00;9
17453;1;20.11.2018-10:38:00;9
